image_name,label,split
05712.png,0,train
72941.png,0,train
21853.png,0,train
35219.png,1,train
90146.png,0,train
51278.png,0,train
63095.png,0,train
96058.png,0,train
56871.png,1,train
25180.png,1,train
37259.png,0,train
48106.png,1,train
19352.png,0,train
65213.png,0,train
24368.png,0,train
58426.png,0,train
96785.png,0,train
40567.png,0,train
38625.png,1,train
04823.png,0,train
25368.png,1,train
93826.png,0,train
56392.png,0,train
30986.png,0,train
75823.png,0,train
84072.png,0,train
93147.png,0,train
92874.png,1,train
27946.png,1,train
93614.png,0,train
93521.png,1,train
02691.png,0,train
91708.png,0,train
25783.png,0,train
16098.png,0,train
30452.png,0,train
86491.png,0,train
14530.png,1,train
81734.png,0,train
04683.png,0,train
08593.png,1,train
92608.png,0,train
61453.png,0,train
39601.png,0,train
12035.png,0,train
56482.png,1,train
56287.png,0,train
19036.png,0,train
34852.png,1,train
62804.png,0,train
81579.png,0,train
80247.png,0,train
52890.png,0,train
02485.png,0,train
50793.png,0,train
13857.png,0,train
43617.png,0,train
70942.png,0,train
49601.png,0,train
35102.png,0,train
10659.png,0,train
36081.png,1,train
68325.png,1,train
39256.png,0,train
98362.png,1,train
38475.png,0,train
49083.png,0,train
45938.png,1,train
67823.png,0,train
70928.png,0,train
24309.png,0,train
70925.png,1,train
05269.png,0,train
61278.png,0,train
81675.png,0,train
38629.png,0,train
06458.png,0,train
71364.png,1,train
26794.png,0,train
85704.png,0,train
75102.png,0,train
91268.png,0,train
42179.png,1,train
35097.png,0,train
83570.png,0,train
56490.png,1,train
07968.png,1,train
81259.png,1,train
19753.png,1,train
61480.png,1,train
54790.png,0,train
43517.png,1,train
25068.png,0,train
35861.png,0,train
92741.png,0,train
51736.png,1,train
26417.png,0,train
18407.png,0,train
47326.png,0,train
50768.png,0,train
86594.png,0,train
63581.png,0,train
95426.png,1,train
10264.png,0,train
79312.png,0,train
17832.png,0,train
15432.png,0,train
34506.png,0,train
30492.png,0,train
31794.png,0,train
04175.png,1,train
61578.png,0,train
31479.png,1,train
17659.png,0,train
29785.png,0,train
17205.png,1,train
74132.png,1,train
15649.png,0,train
51460.png,0,train
60329.png,0,train
58276.png,0,train
40752.png,0,train
79315.png,0,train
03241.png,1,train
38041.png,0,train
40897.png,0,train
56180.png,0,train
37865.png,0,train
36974.png,0,train
61780.png,1,train
81546.png,1,train
75432.png,0,train
48703.png,0,train
81706.png,0,train
42319.png,0,train
02139.png,0,train
93568.png,1,train
06832.png,1,train
20971.png,0,train
70936.png,0,train
04278.png,0,train
56024.png,0,train
53941.png,1,train
49270.png,0,train
67485.png,0,train
92417.png,0,train
26305.png,0,train
61234.png,0,train
59064.png,0,train
17634.png,0,train
03246.png,0,train
97635.png,1,train
09634.png,1,train
49630.png,0,train
60173.png,0,train
38490.png,0,train
68423.png,0,train
76258.png,1,train
39652.png,0,train
70435.png,1,train
08654.png,1,train
37402.png,0,train
26795.png,0,train
60317.png,0,train
34805.png,0,train
01389.png,0,train
80361.png,1,train
74536.png,1,train
15283.png,0,train
75340.png,1,train
96153.png,0,train
63917.png,0,train
38529.png,0,train
92016.png,1,train
79054.png,0,train
06471.png,1,train
07698.png,0,train
01896.png,0,train
76354.png,0,train
80237.png,0,train
71045.png,0,train
67084.png,0,train
68507.png,1,train
58096.png,0,train
04263.png,1,train
26043.png,0,train
26031.png,0,train
64701.png,0,train
26495.png,1,train
81963.png,0,train
56972.png,0,train
83127.png,0,train
10827.png,0,train
56378.png,1,train
50273.png,0,train
25397.png,1,train
46058.png,0,train
06218.png,0,train
02849.png,1,train
69042.png,0,train
41853.png,0,train
70652.png,0,train
27943.png,0,train
68159.png,0,train
91704.png,1,train
94823.png,0,train
63285.png,1,train
42693.png,1,train
64027.png,1,train
20751.png,1,train
94351.png,1,train
27489.png,0,train
81394.png,0,train
59467.png,1,train
71906.png,0,train
81265.png,0,train
67384.png,1,train
21086.png,1,train
40153.png,1,train
31025.png,0,train
68042.png,0,train
70549.png,0,train
48612.png,0,train
05183.png,0,train
27430.png,0,train
13859.png,0,train
68379.png,1,train
25037.png,0,train
16380.png,0,train
25861.png,0,train
59478.png,1,train
71249.png,0,train
12673.png,0,train
74235.png,0,train
63275.png,0,train
17830.png,0,train
48625.png,0,train
93216.png,0,train
19256.png,1,train
43201.png,0,train
38127.png,0,train
53962.png,0,train
76213.png,0,train
28317.png,0,train
03251.png,0,train
09132.png,0,train
54973.png,0,train
04651.png,0,train
78560.png,0,train
95317.png,1,train
16490.png,1,train
13876.png,1,train
80239.png,0,train
19540.png,0,train
61927.png,0,train
52903.png,1,train
56389.png,1,train
64805.png,1,train
74038.png,0,train
86530.png,0,train
92450.png,0,train
79103.png,1,train
94721.png,0,train
89042.png,1,train
27034.png,1,train
67198.png,0,train
09347.png,0,train
54276.png,0,train
36472.png,0,train
15938.png,0,train
87049.png,0,train
54761.png,0,train
30628.png,0,train
91375.png,0,train
87530.png,0,train
05129.png,1,train
34658.png,1,train
42387.png,0,train
67415.png,1,train
86054.png,0,train
29517.png,0,train
28704.png,0,train
72531.png,0,train
27953.png,1,train
07249.png,0,train
75403.png,0,train
30948.png,0,train
38245.png,0,train
89160.png,0,train
93658.png,0,train
32046.png,0,train
04568.png,0,train
54817.png,1,train
42786.png,0,train
58197.png,0,train
92185.png,0,train
38704.png,1,train
75481.png,0,train
42309.png,1,train
04253.png,0,train
28971.png,0,train
26741.png,0,train
03685.png,0,train
40286.png,0,train
14695.png,0,train
59837.png,1,train
54397.png,0,train
07192.png,1,train
01392.png,0,train
67219.png,0,train
14697.png,0,train
68194.png,0,train
32468.png,0,train
01524.png,1,train
60937.png,0,train
75428.png,1,train
67512.png,0,train
83492.png,0,train
94617.png,0,train
65320.png,0,train
32765.png,0,train
04326.png,1,train
65413.png,0,train
76034.png,0,train
52986.png,1,train
36981.png,0,train
63140.png,0,train
68307.png,0,train
75182.png,0,train
89610.png,1,train
69137.png,0,train
17829.png,0,train
90165.png,0,train
37641.png,1,train
32485.png,0,train
78906.png,0,train
41258.png,0,train
04296.png,0,train
56841.png,0,train
01658.png,0,train
85062.png,0,train
89740.png,1,train
53278.png,0,train
67159.png,1,train
95683.png,0,train
85271.png,0,train
16409.png,0,train
17504.png,0,train
62739.png,0,train
85421.png,0,train
29731.png,0,train
74152.png,1,train
61802.png,1,train
96143.png,1,train
53714.png,0,train
79358.png,0,train
34920.png,0,train
63415.png,0,train
51734.png,1,train
80534.png,0,train
61485.png,0,train
89603.png,0,train
16784.png,0,train
80169.png,1,train
54936.png,0,train
83290.png,0,train
97816.png,0,train
73562.png,0,train
42368.png,1,train
15743.png,0,train
96073.png,0,train
85362.png,0,train
25968.png,0,train
40965.png,0,train
41568.png,1,train
71289.png,0,train
08172.png,0,train
60128.png,1,train
84703.png,1,train
04325.png,0,train
07258.png,1,train
98764.png,0,train
04162.png,0,train
06357.png,0,train
68947.png,0,train
25639.png,1,train
52738.png,0,train
47598.png,0,train
09716.png,0,train
08632.png,1,train
78520.png,0,train
82763.png,0,train
38427.png,1,train
38156.png,0,train
62358.png,0,train
48317.png,0,train
20759.png,1,train
76328.png,0,train
20879.png,0,train
62435.png,1,train
62849.png,1,train
19586.png,0,train
84120.png,0,train
81630.png,0,train
41032.png,0,train
35910.png,0,train
07591.png,0,train
62081.png,1,train
85923.png,1,train
45912.png,0,train
87031.png,0,train
06483.png,1,train
64130.png,0,train
31074.png,0,train
82637.png,0,train
12349.png,1,train
43128.png,1,train
29761.png,0,train
17495.png,0,train
15409.png,0,train
59317.png,0,train
78469.png,1,train
12867.png,1,train
26497.png,0,train
65980.png,0,train
27139.png,0,train
23690.png,0,train
64853.png,1,train
01492.png,0,train
97542.png,0,train
98561.png,0,train
18597.png,0,train
92467.png,0,train
73204.png,1,train
58604.png,1,train
93086.png,1,train
16278.png,1,train
40932.png,1,train
96824.png,0,train
92453.png,0,train
89162.png,0,train
82379.png,0,train
31765.png,0,train
72504.png,0,train
10492.png,1,train
67894.png,0,train
78124.png,0,train
48756.png,0,train
41803.png,0,train
78465.png,1,train
42015.png,0,train
67214.png,1,train
37548.png,0,train
73241.png,0,train
27816.png,0,train
79613.png,0,train
86051.png,0,train
03957.png,0,train
18693.png,0,train
23061.png,0,train
67809.png,0,train
72893.png,1,train
59231.png,0,train
59346.png,0,train
32768.png,0,train
76138.png,1,train
15902.png,0,train
23849.png,0,train
60729.png,1,train
54976.png,0,train
36480.png,0,train
46251.png,0,train
45698.png,0,train
79286.png,0,train
01526.png,0,train
75832.png,0,train
91283.png,0,train
16539.png,0,train
95108.png,0,train
95174.png,0,train
45706.png,0,train
40291.png,1,train
39821.png,0,train
41923.png,0,train
32714.png,0,train
85960.png,0,train
46910.png,1,train
46178.png,0,train
80924.png,1,train
81094.png,0,train
37809.png,0,train
62314.png,0,train
81436.png,0,train
29376.png,0,train
96508.png,0,train
76892.png,0,train
13096.png,1,train
94710.png,1,train
52496.png,0,train
56708.png,0,train
27605.png,0,train
80792.png,0,train
42317.png,0,train
23715.png,1,train
14360.png,0,train
74631.png,0,train
82134.png,1,train
76814.png,0,train
75928.png,1,train
13459.png,0,train
92867.png,0,train
02519.png,1,train
21354.png,0,train
73810.png,0,train
47862.png,0,train
94378.png,0,train
86912.png,1,train
52974.png,1,train
87203.png,0,train
32051.png,0,train
40896.png,0,train
05984.png,0,train
65328.png,0,train
15630.png,0,train
80629.png,0,train
73596.png,0,train
21346.png,0,train
20835.png,1,train
13690.png,0,train
07983.png,0,train
15648.png,1,train
34675.png,0,train
59684.png,0,train
25706.png,0,train
03298.png,0,train
53204.png,0,train
62514.png,0,train
59376.png,1,train
89061.png,0,train
73045.png,0,train
43675.png,0,train
18203.png,1,train
26034.png,0,train
67984.png,1,train
62408.png,0,train
30958.png,0,train
35218.png,0,train
96840.png,1,train
83510.png,0,train
67109.png,1,train
29813.png,1,train
68715.png,0,train
92478.png,0,train
91423.png,1,train
13068.png,0,train
69542.png,0,train
19247.png,0,train
03187.png,0,train
03574.png,0,train
92514.png,0,train
89102.png,1,train
10538.png,0,train
05841.png,1,train
28074.png,0,train
34862.png,0,train
24581.png,0,train
70843.png,0,train
31568.png,0,train
60592.png,1,train
15824.png,0,train
64017.png,0,train
63871.png,0,train
41562.png,0,train
20876.png,0,train
21908.png,0,train
76851.png,0,train
67431.png,0,train
65124.png,0,train
46902.png,0,train
85426.png,0,train
04798.png,0,train
31897.png,0,train
93275.png,0,train
47618.png,0,train
81975.png,0,train
85729.png,0,train
54917.png,0,train
69158.png,0,train
86451.png,0,train
10328.png,1,train
71485.png,0,train
71583.png,0,train
21403.png,0,train
95482.png,0,train
79610.png,0,train
76140.png,1,train
35917.png,1,train
01475.png,1,train
49185.png,1,train
16480.png,0,train
20617.png,1,train
16058.png,0,train
70849.png,0,train
78306.png,0,train
97623.png,1,train
92314.png,1,train
52406.png,0,train
71230.png,0,train
90786.png,1,train
62458.png,0,train
40137.png,0,train
38069.png,0,train
20819.png,0,train
20163.png,0,train
50248.png,0,train
83619.png,1,train
26459.png,0,train
30412.png,0,train
97035.png,1,train
74602.png,0,train
93650.png,0,train
95742.png,0,train
93410.png,0,train
75203.png,1,train
54286.png,0,train
02841.png,0,train
93076.png,0,train
89407.png,0,train
65728.png,0,train
75841.png,0,train
38624.png,1,train
36187.png,0,train
47095.png,1,train
51746.png,0,train
32876.png,1,train
21408.png,1,train
64513.png,0,train
10527.png,0,train
45891.png,0,train
21096.png,0,train
57043.png,0,train
85413.png,0,train
06392.png,0,train
97316.png,1,train
47290.png,0,train
03971.png,0,train
65237.png,0,train
53017.png,0,train
13769.png,0,train
73258.png,0,train
90278.png,1,train
34186.png,1,train
70594.png,0,train
74019.png,0,train
34581.png,1,train
13486.png,1,train
18607.png,0,train
36048.png,0,train
16283.png,0,train
72058.png,0,train
70315.png,0,train
49076.png,0,train
98351.png,1,train
57164.png,1,train
35460.png,0,train
69342.png,1,train
63295.png,1,train
87504.png,0,train
85614.png,0,train
18650.png,1,train
83014.png,0,train
41986.png,0,train
50867.png,1,train
51092.png,0,train
20945.png,0,train
91562.png,0,train
81720.png,0,train
78031.png,1,train
84351.png,0,train
69078.png,0,train
58463.png,0,train
05123.png,1,train
53924.png,0,train
90481.png,0,train
30847.png,1,train
71392.png,0,train
25640.png,0,train
52931.png,0,train
50461.png,0,train
83941.png,0,train
70654.png,1,train
71398.png,0,train
37182.png,1,train
48920.png,0,train
06439.png,0,train
05798.png,0,train
59261.png,0,train
09831.png,1,train
75138.png,1,train
35412.png,0,train
89170.png,0,train
30276.png,0,train
81263.png,0,train
32089.png,0,train
92081.png,0,train
71052.png,1,train
45960.png,0,train
19630.png,0,train
18275.png,0,train
45836.png,0,train
87610.png,0,train
82154.png,1,train
49128.png,0,train
73652.png,0,train
07124.png,0,train
45780.png,0,train
58301.png,0,train
86907.png,0,train
45291.png,0,train
50473.png,0,train
89475.png,0,train
02769.png,0,train
13964.png,0,train
15690.png,1,train
06239.png,0,train
94678.png,0,train
39164.png,1,train
71839.png,0,train
74861.png,0,train
80532.png,0,train
57861.png,1,train
20134.png,0,train
96531.png,0,train
06798.png,0,train
62017.png,0,train
92157.png,0,train
63702.png,0,train
58326.png,0,train
82356.png,1,train
37250.png,0,train
24197.png,1,train
69018.png,0,train
90582.png,0,train
92146.png,0,train
83074.png,0,train
75210.png,0,train
08259.png,0,train
26930.png,0,train
75410.png,1,train
72456.png,1,train
80347.png,0,train
67319.png,0,train
53678.png,1,train
57029.png,0,train
71826.png,1,train
89573.png,0,train
67402.png,0,train
65139.png,1,train
36597.png,0,train
67852.png,1,train
40217.png,0,train
86143.png,0,train
24130.png,0,train
93671.png,0,train
07615.png,0,train
36581.png,0,train
98032.png,0,train
91738.png,0,train
53241.png,0,train
13249.png,1,train
94361.png,0,train
51768.png,0,train
58029.png,0,train
20379.png,1,train
75698.png,0,train
29063.png,0,train
80341.png,0,train
45036.png,0,train
09265.png,0,train
19458.png,0,train
71403.png,0,train
94062.png,0,train
06197.png,0,train
56274.png,0,train
63952.png,0,train
92546.png,0,train
92436.png,1,train
98573.png,1,train
15078.png,0,train
70384.png,0,train
83219.png,1,train
51489.png,0,train
07215.png,0,train
30687.png,0,train
73251.png,0,train
52340.png,0,train
28604.png,1,train
07312.png,0,train
80217.png,0,train
06893.png,1,train
93068.png,0,train
53184.png,0,train
02947.png,0,train
06153.png,0,train
94850.png,0,train
32750.png,0,train
81953.png,0,train
58091.png,1,train
98256.png,0,train
54319.png,1,train
94360.png,1,train
54692.png,0,train
01642.png,1,train
46150.png,0,train
19438.png,0,train
45730.png,1,train
30792.png,0,train
83901.png,0,train
23705.png,0,train
49806.png,0,train
40813.png,0,train
01468.png,0,train
10589.png,0,train
70132.png,0,train
65319.png,0,train
36281.png,0,train
83965.png,1,train
30156.png,0,train
61450.png,0,train
21078.png,1,train
65914.png,0,train
28637.png,0,train
92067.png,0,train
13652.png,1,train
80197.png,0,train
47601.png,1,train
86713.png,1,train
70329.png,0,train
48015.png,0,train
23510.png,1,train
07826.png,0,train
09867.png,1,train
01275.png,0,train
37862.png,1,train
37825.png,1,train
83064.png,1,train
71903.png,0,train
62913.png,1,train
13958.png,1,train
08164.png,1,train
63517.png,0,train
93861.png,1,train
51407.png,1,train
28574.png,1,train
94731.png,0,train
85073.png,0,train
04762.png,0,train
08125.png,1,train
63749.png,0,train
59731.png,1,train
98523.png,0,train
36079.png,0,train
21753.png,0,train
17345.png,1,train
97041.png,0,train
89640.png,1,train
73981.png,0,train
56208.png,0,train
07234.png,0,train
37021.png,1,train
97108.png,0,train
32507.png,0,train
03927.png,1,train
53607.png,1,train
15806.png,0,train
48250.png,1,train
70153.png,0,train
90183.png,1,train
47205.png,0,train
23648.png,1,train
28670.png,1,train
30742.png,1,train
68531.png,1,train
01793.png,1,train
70452.png,0,train
61483.png,0,train
04892.png,0,train
41739.png,0,train
62135.png,1,train
60573.png,0,train
19526.png,0,train
28163.png,0,train
04695.png,1,train
87513.png,0,train
56071.png,1,train
09821.png,0,train
42853.png,1,train
02795.png,0,train
25164.png,0,train
24356.png,0,train
53420.png,0,train
92180.png,0,train
59046.png,1,train
76521.png,1,train
75468.png,1,train
23164.png,0,train
35642.png,1,train
48573.png,0,train
38927.png,0,train
42813.png,0,train
12704.png,1,train
74650.png,0,train
30174.png,0,train
38402.png,0,train
39675.png,0,train
19705.png,1,train
05483.png,0,train
64059.png,0,train
29703.png,1,train
98145.png,1,train
76534.png,1,train
47582.png,0,train
35602.png,1,train
71845.png,0,train
13460.png,0,train
96402.png,1,train
57124.png,1,train
84317.png,0,train
14507.png,1,train
53194.png,1,train
85967.png,0,train
92743.png,0,train
63012.png,0,train
64523.png,0,train
36814.png,0,train
05917.png,1,train
25914.png,0,train
49705.png,1,train
01749.png,0,train
43798.png,0,train
18254.png,0,train
16548.png,0,train
28045.png,0,train
49687.png,0,train
93487.png,0,train
21035.png,0,train
63210.png,0,train
96172.png,1,train
48679.png,0,train
15638.png,0,train
87315.png,0,train
56231.png,0,train
91753.png,0,train
67091.png,0,train
78052.png,0,train
79623.png,0,train
82940.png,0,train
23908.png,1,train
39640.png,1,train
81207.png,0,train
73198.png,0,train
58321.png,0,train
30548.png,0,train
62745.png,0,train
14690.png,0,train
40916.png,1,train
03162.png,0,train
38162.png,0,train
98241.png,1,train
87326.png,0,train
98034.png,0,train
40627.png,1,train
84276.png,0,train
16053.png,0,train
67983.png,1,train
92148.png,1,train
84295.png,1,train
72658.png,0,train
86753.png,1,train
13209.png,1,train
81390.png,0,train
91034.png,0,train
60235.png,1,train
86075.png,1,train
30816.png,1,train
49063.png,0,train
51480.png,0,train
80165.png,0,train
89521.png,1,train
91764.png,0,train
08349.png,1,train
35784.png,0,train
95846.png,1,train
21560.png,0,train
28451.png,0,train
58372.png,0,train
94836.png,0,train
50312.png,1,train
54713.png,0,train
63805.png,1,train
35402.png,1,train
93084.png,0,train
85743.png,0,train
54639.png,0,train
94628.png,0,train
74513.png,1,train
69348.png,0,train
74062.png,0,train
39815.png,0,train
62931.png,1,train
95672.png,0,train
61382.png,0,train
67183.png,1,train
45037.png,1,train
28930.png,0,train
57042.png,1,train
04591.png,0,train
36985.png,0,train
48136.png,0,train
26973.png,0,train
71245.png,1,train
30128.png,0,train
05372.png,0,train
36478.png,0,train
46870.png,1,train
31896.png,0,train
82346.png,0,train
57348.png,1,train
75380.png,1,train
32674.png,0,train
20739.png,0,train
30549.png,0,train
94675.png,0,train
34178.png,0,train
71046.png,1,train
74190.png,0,train
64087.png,1,train
31450.png,0,train
27608.png,0,train
98245.png,0,train
91863.png,1,train
75096.png,0,train
78064.png,1,train
51972.png,0,train
31729.png,0,train
96152.png,0,train
09352.png,1,train
43650.png,0,train
62531.png,0,train
81293.png,0,train
38495.png,1,train
95281.png,0,train
43657.png,1,train
76810.png,0,train
06412.png,1,train
27365.png,0,train
47251.png,1,train
45389.png,1,train
08569.png,0,train
81260.png,1,train
37260.png,0,train
04827.png,1,train
09215.png,0,train
38752.png,0,train
85290.png,0,train
47053.png,1,train
06547.png,1,train
50386.png,0,train
42715.png,0,train
48271.png,1,train
19504.png,0,train
73956.png,0,train
95067.png,0,train
86135.png,0,train
41263.png,0,train
15847.png,0,train
82539.png,1,train
04912.png,1,train
34910.png,0,train
67092.png,0,train
86457.png,0,train
74658.png,0,train
67031.png,0,train
67810.png,1,train
30726.png,0,train
56834.png,1,train
46817.png,0,train
67938.png,0,train
65108.png,0,train
01274.png,0,train
17450.png,1,train
45301.png,0,train
74098.png,1,train
58370.png,0,train
36420.png,0,train
52910.png,0,train
92056.png,1,train
56792.png,0,train
69013.png,0,train
82916.png,0,train
17652.png,1,train
50784.png,0,train
81976.png,1,train
39541.png,0,train
65341.png,0,train
87215.png,0,train
45206.png,0,train
50683.png,0,train
76348.png,1,train
91803.png,1,train
71294.png,0,train
30745.png,1,train
09572.png,1,train
92573.png,1,train
75430.png,0,train
67504.png,0,train
70294.png,1,train
21405.png,0,train
36751.png,0,train
72698.png,1,train
04619.png,1,train
46270.png,1,train
81946.png,0,train
64531.png,0,train
98506.png,0,train
14092.png,0,train
43759.png,0,train
42156.png,0,train
35786.png,0,train
54728.png,0,train
02971.png,1,train
76489.png,0,train
97804.png,0,train
21804.png,0,train
28974.png,1,train
87639.png,0,train
12839.png,0,train
04976.png,0,train
28319.png,0,train
92835.png,1,train
74915.png,0,train
63410.png,0,train
25901.png,1,train
80259.png,1,train
02987.png,0,train
14675.png,0,train
37504.png,0,train
92581.png,0,train
62904.png,0,train
46017.png,0,train
68327.png,1,train
74589.png,1,train
94278.png,0,train
80943.png,0,train
19408.png,0,train
84653.png,1,train
48932.png,0,train
43608.png,1,train
93126.png,0,train
59824.png,1,train
92481.png,1,train
09315.png,0,train
76491.png,0,train
19763.png,1,train
80593.png,0,train
04986.png,0,train
80742.png,1,train
91402.png,0,train
45723.png,0,train
35608.png,1,train
13478.png,0,train
27634.png,0,train
29083.png,0,train
13049.png,0,train
96423.png,0,train
49150.png,1,train
82651.png,1,train
68719.png,0,train
51964.png,1,train
50738.png,1,train
58421.png,0,train
16435.png,1,train
95783.png,1,train
30871.png,1,train
71390.png,0,train
67259.png,1,train
64789.png,0,train
23068.png,0,train
65207.png,0,train
82549.png,0,train
54629.png,0,train
16072.png,1,train
01974.png,1,train
36945.png,0,train
82593.png,1,train
17532.png,0,train
09217.png,0,train
07248.png,1,train
29714.png,1,train
79205.png,0,train
76581.png,1,train
01842.png,0,train
86934.png,1,train
71823.png,0,train
43758.png,0,train
47521.png,0,train
81904.png,1,train
31809.png,0,train
46380.png,0,train
91026.png,0,train
54170.png,0,train
07926.png,0,train
83076.png,1,train
20851.png,1,train
30829.png,0,train
12649.png,0,train
12936.png,1,train
20318.png,0,train
09248.png,0,train
48309.png,0,train
52780.png,0,train
18679.png,1,train
02457.png,1,train
14283.png,0,train
61289.png,0,train
48391.png,0,train
90345.png,0,train
86159.png,1,train
38706.png,0,train
21583.png,0,train
75921.png,0,train
10948.png,1,train
51367.png,1,train
57284.png,0,train
59034.png,0,train
25093.png,0,train
90378.png,0,train
10725.png,0,train
27416.png,1,train
79451.png,1,train
92734.png,0,train
46182.png,0,train
28507.png,1,train
52936.png,0,train
56497.png,0,train
59380.png,0,train
80925.png,0,train
72634.png,0,train
83061.png,0,train
23074.png,0,train
19742.png,1,train
71849.png,1,train
51349.png,0,train
20183.png,1,train
16298.png,0,train
80152.png,0,train
84593.png,0,train
07592.png,0,train
12958.png,1,train
15236.png,0,train
91563.png,0,train
32798.png,0,train
25904.png,0,train
56942.png,0,train
27854.png,0,train
63548.png,0,train
38697.png,0,train
12450.png,1,train
37859.png,1,train
02917.png,1,train
03759.png,0,train
19543.png,1,train
59048.png,0,train
34728.png,0,train
78619.png,0,train
18029.png,0,train
02945.png,1,train
64720.png,1,train
37184.png,0,train
34021.png,1,train
72936.png,1,train
84265.png,1,train
28695.png,1,train
43658.png,0,train
80769.png,0,train
43096.png,0,train
47629.png,1,train
41538.png,1,train
04786.png,1,train
98270.png,0,train
75021.png,1,train
86254.png,0,train
80241.png,0,train
04356.png,0,train
78639.png,0,train
50964.png,0,train
82941.png,0,train
39475.png,1,train
84061.png,0,train
38609.png,0,train
46938.png,0,train
86914.png,1,train
97481.png,0,train
92187.png,0,train
79032.png,1,train
85097.png,1,train
49861.png,1,train
34620.png,1,train
80327.png,0,train
60357.png,1,train
68901.png,0,train
86045.png,1,train
39704.png,0,train
24860.png,1,train
05741.png,0,train
64532.png,1,train
12094.png,0,train
98601.png,0,train
68270.png,1,train
59237.png,0,train
07582.png,0,train
94205.png,0,train
17430.png,1,train
09465.png,1,train
52034.png,0,train
98734.png,1,train
94725.png,0,train
91356.png,1,train
40826.png,0,train
31472.png,0,train
17589.png,1,train
87260.png,0,train
39765.png,0,train
95376.png,1,train
45197.png,0,train
83095.png,1,train
27461.png,1,train
35740.png,0,train
80425.png,0,train
74901.png,0,train
93152.png,0,train
34671.png,0,train
98571.png,0,train
20195.png,1,train
05813.png,0,train
43185.png,0,train
03615.png,0,train
05148.png,1,train
41679.png,1,train
93852.png,0,train
68941.png,0,train
65931.png,0,train
17948.png,1,train
51708.png,0,train
31029.png,0,train
91052.png,1,train
10463.png,0,train
57490.png,0,train
76924.png,0,train
81294.png,1,train
47569.png,1,train
75209.png,1,train
82603.png,1,train
61527.png,0,train
41087.png,0,train
91845.png,0,train
56128.png,1,train
24395.png,1,train
18236.png,0,train
